Código do Descritor,Descritor,Nível de Complexidade do Texto,Código da Classe,Classes,1EF,2EF,3EF,4EF,5EF,Prio Ped,BNCC,SAEB
D16-3EF,"Inferir informação, em texto de nível 1,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam em qualquer dos campos de atuação.",D16-3EF-CL10,"Inferir informação, com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados, em cartas do leitor.",x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-3EF,"Inferir informação, em texto de nível 1,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 10 linhas, compostos por períodos com intercalações breves, que circulam em qualquer dos campos de atuação.",D16-3EF-CL11,"Inferir informação, com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados, em textos de curiosidades.",x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL01,Inferir informação com base na conexão entre enunciados ou no sentido global de uma carta.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL02,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de um diário.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL03,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de uma receita.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL04,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de regra de jogo/brincadeira.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL05,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de um conto infantil.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL06,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de uma fábula.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL07,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de um poema.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL08,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de estatutos e leis adaptados ao público infantil.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL09,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de uma notícia.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL10,Inferir informação com base na conexão entre enunciados ou no sentido global de um período de uma carta do leitor.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-4EF,"
Inferir informação, em texto de nível 2,  com base numa paráfrase, na dedução a partir de um enunciado ou na conexão entre enunciados.","Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-4EF-CL11,Inferir informação com base na conexão entre enunciados ou no sentido global de um texto de curiosidades.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL01,Inferir informação com base no sentido global de uma carta.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL02,Inferir informação com base no sentido global de um texto de diário.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL03,Inferir informação com base no sentido global de um conto infantil.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D13-5EF-CL04,Inferir informação com base no sentido global de uma fábula.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL05,Inferir informação com base no sentido global de um poema.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL06,Inferir informação com base no sentido global de estatutos e leis adaptados ao público infantil.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL07,Inferir informação com base no sentido global de uma notícia.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL8,Inferir informação com base no sentido global de um reportagem adaptada ao público infantil.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL09,Inferir informação com base no sentido global de uma carta do leitor.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D16-5EF,Inferir informação com base no sentido global de um texto de nível 2.,"Textos de até 15 linhas, com períodos de até duas linhas e intercalações breves, pertencente a qualquer campo de atuação.",D16-5EF-CL10,Inferir informação com base no sentido global de um texto de curiosidades.,x,x,x,x,x,1.0,EF35LP04,"Inferir informações em textos verbais.(2º. Ano)
Inferir informações implícitas em
textos. (5º ao 9º ano)
"
D17-1EF,Identificar a finalidade de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D17-1EF-CL01,Identificar a finalidade de um bilhete.,x,x,x,x,x,1.0,EF15LP01,Reconhecer a finalidade de um texto (2º ano).
D17-1EF,Identificar a finalidade de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D17-1EF-CL02,Identificar a finalidade de um convite. ,x,x,x,x,x,1.0,EF15LP01,Reconhecer a finalidade de um texto (2º ano).
D17-1EF,Identificar a finalidade de textos de nível 1 que circulam no campo de atuação da vida cotidiana e que têm a função de estabelecer comunicação interpessoal.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D17-1EF–CL03,Identificar a finalidade de um aviso.,x,x,x,x,x,1.0,EF15LP01,Reconhecer a finalidade de um texto (2º ano).
D17-2EF, Identificar a finalidade de textos de nível 1 dos campos de atuação da vida cotidiana que têm função mnemônica ou de divertir o leitor.,"Textos de até 8 linhas, composto por períodos simples, sem intercalações, que circulam no campo de atuação da vida cotidiana.",D17-2EF–CL01,Identificar a finalidade de uma lista.,x,x,x,x,x,1.0,EF15LP01,Reconhecer a finalidade de um texto (2º ano).
